,Enhanc_FM(ppm)
9/03/2016 10:00,11.84574403
9/03/2016 11:00,23.17185045
9/03/2016 12:00,24.08638644
9/03/2016 13:00,18.5705879
9/03/2016 14:00,16.71354153
9/03/2016 15:00,39.08968071
9/03/2016 16:00,16.66374299
9/03/2016 17:00,14.1627919
9/03/2016 18:00,9.683915853
9/03/2016 19:00,7.322039125
9/03/2016 20:00,6.178546268
9/03/2016 21:00,5.303889432
9/03/2016 22:00,7.961790992
9/03/2016 23:00,8.6161115
10/03/2016 00:00,7.533121188
10/03/2016 01:00,7.701721877
10/03/2016 02:00,6.09128907
10/03/2016 03:00,3.109537964
10/03/2016 04:00,1.672334728
10/03/2016 05:00,2.101108554
10/03/2016 06:00,2.337541807
10/03/2016 07:00,2.934289066
10/03/2016 08:00,3.20767127
10/03/2016 09:00,4.435603153
10/03/2016 10:00,4.125378309
10/03/2016 11:00,7.218709193
10/03/2016 12:00,6.739147264
10/03/2016 13:00,5.348831931
10/03/2016 14:00,5.332433198
10/03/2016 15:00,4.195382225
10/03/2016 16:00,1.794722214
10/03/2016 17:00,1.4683508
10/03/2016 18:00,1.569917304
10/03/2016 19:00,1.778939139
10/03/2016 20:00,2.140151255
10/03/2016 21:00,2.213501904
10/03/2016 22:00,1.980623111
10/03/2016 23:00,1.539438595
11/03/2016 00:00,4.60095687
11/03/2016 01:00,3.619889803
11/03/2016 02:00,1.727624308
11/03/2016 03:00,1.480467058
11/03/2016 04:00,1.127303085
11/03/2016 05:00,1.151613728
11/03/2016 06:00,1.445489578
11/03/2016 07:00,1.701691331
11/03/2016 08:00,1.762057602
11/03/2016 09:00,2.232116581
11/03/2016 10:00,2.225974529
11/03/2016 11:00,2.980677933
11/03/2016 12:00,1.707896388
11/03/2016 13:00,2.394484761
11/03/2016 14:00,2.166932572
11/03/2016 15:00,3.337220951
11/03/2016 16:00,3.654871872
11/03/2016 17:00,3.591968659
11/03/2016 18:00,4.373340463
11/03/2016 19:00,5.731698367
11/03/2016 20:00,3.875480935
11/03/2016 21:00,2.453492707
11/03/2016 22:00,1.952215901
11/03/2016 23:00,2.160486346
12/03/2016 00:00,4.150541842
12/03/2016 01:00,4.504697451
12/03/2016 02:00,3.430590793
12/03/2016 03:00,1.988645797
12/03/2016 04:00,1.7133189
12/03/2016 05:00,1.362934322
12/03/2016 06:00,1.244911026
12/03/2016 07:00,1.153573551
12/03/2016 08:00,1.13000559
12/03/2016 09:00,1.711127908
12/03/2016 10:00,1.8779814
12/03/2016 11:00,2.76706653
12/03/2016 12:00,2.041546274
12/03/2016 13:00,1.283382093
12/03/2016 14:00,1.376715559
12/03/2016 15:00,3.106670805
12/03/2016 16:00,3.545125584
12/03/2016 17:00,9.637973275
12/03/2016 18:00,10.31059731
12/03/2016 19:00,6.828507882
12/03/2016 20:00,7.510747483
12/03/2016 21:00,10.75495372
12/03/2016 22:00,10.19505227
12/03/2016 23:00,12.65631299
13/03/2016 00:00,10.6541656
13/03/2016 01:00,4.762165885
13/03/2016 02:00,4.739075424
13/03/2016 03:00,5.39916033
13/03/2016 04:00,5.714114896
13/03/2016 05:00,5.810947858
13/03/2016 06:00,8.354450007
13/03/2016 07:00,3.886080156
13/03/2016 08:00,3.93501803
13/03/2016 09:00,4.997279818
13/03/2016 10:00,7.425657057
13/03/2016 11:00,13.26528977
13/03/2016 12:00,14.87818227
13/03/2016 13:00,13.07195664
13/03/2016 14:00,10.30421599
13/03/2016 15:00,9.983632863
13/03/2016 16:00,6.862607227
13/03/2016 17:00,5.709525267
13/03/2016 18:00,4.334323741
13/03/2016 19:00,9.025941591
13/03/2016 20:00,13.89731506
13/03/2016 21:00,19.53295069
13/03/2016 22:00,33.37912088
13/03/2016 23:00,17.9590163
14/03/2016 00:00,6.40118905
14/03/2016 01:00,5.328204266
14/03/2016 02:00,4.900117573
14/03/2016 03:00,5.153393858
14/03/2016 04:00,4.209908329
14/03/2016 05:00,3.062128839
14/03/2016 06:00,5.021413693
14/03/2016 07:00,3.622014506
14/03/2016 08:00,4.101903274
14/03/2016 09:00,17.03015691
14/03/2016 10:00,19.16454004
14/03/2016 11:00,13.016079
14/03/2016 12:00,9.07392576
14/03/2016 13:00,6.793219571
14/03/2016 14:00,6.693765482
14/03/2016 15:00,2.178306304
14/03/2016 16:00,1.612784503
14/03/2016 17:00,1.357703228
14/03/2016 18:00,0.923379341
14/03/2016 19:00,0.795719044
14/03/2016 20:00,0.761690526
14/03/2016 21:00,0.937912282
14/03/2016 22:00,0.880432317
14/03/2016 23:00,0.923294934
15/03/2016 00:00,1.329066188
15/03/2016 01:00,1.354203381
15/03/2016 02:00,0.901761717
15/03/2016 03:00,0.994589134
15/03/2016 04:00,0.813418911
15/03/2016 05:00,0.990042244
15/03/2016 06:00,1.826066703
15/03/2016 07:00,2.745122846
15/03/2016 08:00,11.33653033
15/03/2016 09:00,4.23498729
15/03/2016 10:00,3.110906854
15/03/2016 11:00,5.963532335
15/03/2016 12:00,6.864748988
15/03/2016 13:00,4.816491943
15/03/2016 14:00,2.847373153
15/03/2016 15:00,1.589569264
15/03/2016 16:00,1.356141033
15/03/2016 17:00,1.297642882
15/03/2016 18:00,1.356287988
15/03/2016 19:00,1.364374963
15/03/2016 20:00,1.725230234
15/03/2016 21:00,1.40018577
15/03/2016 22:00,0.971025406
15/03/2016 23:00,1.263218539
16/03/2016 00:00,2.305769042
16/03/2016 01:00,3.753611333
16/03/2016 02:00,14.95072972
16/03/2016 03:00,32.86048331
16/03/2016 04:00,25.20208846
16/03/2016 05:00,5.205348058
16/03/2016 06:00,2.629611845
16/03/2016 07:00,3.370362079
16/03/2016 08:00,4.952559678
16/03/2016 09:00,9.503913065
16/03/2016 10:00,12.17834991
16/03/2016 11:00,28.33858978
16/03/2016 12:00,31.94852475
16/03/2016 13:00,27.796767
16/03/2016 14:00,7.933426924
16/03/2016 15:00,6.45199704
16/03/2016 16:00,4.004552534
16/03/2016 17:00,2.544721188
16/03/2016 18:00,1.857731617
16/03/2016 19:00,1.818778146
16/03/2016 20:00,2.29667158
16/03/2016 21:00,1.899608328
16/03/2016 22:00,2.044190101
16/03/2016 23:00,2.359418677
17/03/2016 00:00,2.316928153
17/03/2016 01:00,3.287845182
17/03/2016 02:00,6.343644767
17/03/2016 03:00,10.19283746
17/03/2016 04:00,15.55445212
17/03/2016 05:00,18.06163761
17/03/2016 06:00,49.48355124
17/03/2016 07:00,29.8113891
17/03/2016 08:00,32.20655276
17/03/2016 09:00,35.07206295
17/03/2016 10:00,34.79508566
17/03/2016 11:00,47.05104165
17/03/2016 12:00,55.44552038
17/03/2016 13:00,24.92008605
17/03/2016 14:00,7.345766379
17/03/2016 15:00,4.476209178
17/03/2016 16:00,3.250213261
17/03/2016 17:00,2.376270573
17/03/2016 18:00,2.316621251
17/03/2016 19:00,2.565666804
17/03/2016 20:00,3.06374468
17/03/2016 21:00,2.124295501
17/03/2016 22:00,2.473487346
17/03/2016 23:00,2.271328633
18/03/2016 00:00,1.914366607
18/03/2016 01:00,1.838426628
18/03/2016 02:00,2.209774504
18/03/2016 03:00,2.487326207
18/03/2016 04:00,1.442646209
18/03/2016 05:00,1.31317813
18/03/2016 06:00,1.787115768
18/03/2016 07:00,1.607114054
18/03/2016 08:00,2.672134209
18/03/2016 09:00,3.290645766
18/03/2016 10:00,4.570506996
18/03/2016 11:00,8.257275892
18/03/2016 12:00,7.236225148
18/03/2016 13:00,5.412472456
18/03/2016 14:00,5.415275244
18/03/2016 15:00,5.940587111
18/03/2016 16:00,5.578570419
18/03/2016 17:00,4.634508991
18/03/2016 18:00,4.171243057
18/03/2016 19:00,2.899835692
18/03/2016 20:00,3.147727498
18/03/2016 21:00,3.855866225
18/03/2016 22:00,2.760269474
18/03/2016 23:00,2.885195301
19/03/2016 00:00,3.01585079
19/03/2016 01:00,4.702128623
19/03/2016 02:00,3.730962679
19/03/2016 03:00,3.376961188
19/03/2016 04:00,2.572890024
19/03/2016 05:00,3.056276555
19/03/2016 06:00,3.427818862
19/03/2016 07:00,4.771922529
19/03/2016 08:00,5.783353621
19/03/2016 09:00,6.0115656
19/03/2016 10:00,6.201395546
19/03/2016 11:00,5.706741444
19/03/2016 12:00,6.62001603
19/03/2016 13:00,7.324823568
19/03/2016 14:00,7.753165682
19/03/2016 15:00,4.905017219
19/03/2016 16:00,4.882456754
19/03/2016 17:00,5.387253362
19/03/2016 18:00,4.128135208
19/03/2016 19:00,2.651779588
19/03/2016 20:00,3.505841359
19/03/2016 21:00,2.721302265
19/03/2016 22:00,2.308286586
19/03/2016 23:00,2.260174813
20/03/2016 00:00,1.842549999
20/03/2016 01:00,1.984688279
20/03/2016 02:00,2.021912564
20/03/2016 03:00,1.914809317
20/03/2016 04:00,1.947936269
20/03/2016 05:00,2.482560228
20/03/2016 06:00,3.088257995
20/03/2016 07:00,4.202460992
20/03/2016 08:00,3.167913635
20/03/2016 09:00,3.491917247
20/03/2016 10:00,4.262942992
20/03/2016 11:00,7.141535976
20/03/2016 12:00,5.926422995
20/03/2016 13:00,4.348970249
20/03/2016 14:00,3.688188249
20/03/2016 15:00,3.445417773
20/03/2016 16:00,2.253083637
20/03/2016 17:00,1.811618882
20/03/2016 18:00,1.717531436
20/03/2016 19:00,1.192674399
20/03/2016 20:00,1.309084319
20/03/2016 21:00,1.422391928
20/03/2016 22:00,1.472138188
20/03/2016 23:00,2.037513077
21/03/2016 00:00,5.033127179
21/03/2016 01:00,4.270389762
21/03/2016 02:00,20.35029934
21/03/2016 03:00,5.154115691
21/03/2016 04:00,5.395569734
21/03/2016 05:00,4.32469468
21/03/2016 06:00,3.258536768
21/03/2016 07:00,2.315241678
21/03/2016 08:00,2.579343915
21/03/2016 09:00,3.069634901
21/03/2016 10:00,3.042465334
21/03/2016 11:00,3.762823563
21/03/2016 12:00,5.022553024
21/03/2016 13:00,3.4993735
21/03/2016 14:00,2.495640606
21/03/2016 15:00,1.92554615
21/03/2016 16:00,1.942338395
21/03/2016 17:00,1.459145121
21/03/2016 18:00,1.256737073
21/03/2016 19:00,1.184816179
21/03/2016 20:00,1.392480042
21/03/2016 21:00,1.550264037
21/03/2016 22:00,1.498802027
21/03/2016 23:00,1.450600028
22/03/2016 00:00,1.451943123
22/03/2016 01:00,1.337277253
22/03/2016 02:00,1.182120588
22/03/2016 03:00,1.125464965
22/03/2016 04:00,1.006730747
22/03/2016 05:00,1.020241925
22/03/2016 06:00,0.994875826
22/03/2016 07:00,1.145314829
22/03/2016 08:00,1.279692747
22/03/2016 09:00,1.732625642
22/03/2016 10:00,1.840831583
22/03/2016 11:00,2.959465653
22/03/2016 12:00,4.762325746
22/03/2016 13:00,4.450619316
22/03/2016 14:00,3.876571737
22/03/2016 15:00,3.223564566
22/03/2016 16:00,2.087454769
22/03/2016 17:00,2.128328896
22/03/2016 18:00,2.354021775
22/03/2016 19:00,3.220871946
22/03/2016 20:00,3.388254295
22/03/2016 21:00,3.183092843
22/03/2016 22:00,3.260182688
22/03/2016 23:00,3.081896625
23/03/2016 00:00,4.085126917
23/03/2016 01:00,3.659012925
23/03/2016 02:00,2.78399357
23/03/2016 03:00,2.125079412
23/03/2016 04:00,1.512629328
23/03/2016 05:00,1.144485302
23/03/2016 06:00,0.970141752
23/03/2016 07:00,1.061483146
23/03/2016 08:00,1.194671374
23/03/2016 09:00,1.759122783
23/03/2016 10:00,3.095576366
23/03/2016 11:00,5.874429835
23/03/2016 12:00,4.691399963
23/03/2016 13:00,3.915471557
23/03/2016 14:00,3.026551342
23/03/2016 15:00,3.215968568
23/03/2016 16:00,2.179389582
23/03/2016 17:00,2.482456932
23/03/2016 18:00,3.228257007
23/03/2016 19:00,3.209805036
23/03/2016 20:00,4.162406477
23/03/2016 21:00,2.729616606
23/03/2016 22:00,8.479256969
23/03/2016 23:00,9.969546637
24/03/2016 00:00,3.832202623
24/03/2016 01:00,3.641749119
24/03/2016 02:00,3.239112694
24/03/2016 03:00,1.964330903
24/03/2016 04:00,1.600758686
24/03/2016 05:00,1.693991532
24/03/2016 06:00,1.338137137
24/03/2016 07:00,1.341533505
24/03/2016 08:00,1.403885729
24/03/2016 09:00,1.867244908
24/03/2016 10:00,3.089638506
24/03/2016 11:00,5.539105618
24/03/2016 12:00,5.067107387
24/03/2016 13:00,5.057696931
24/03/2016 14:00,5.801976014
24/03/2016 15:00,5.823189507
24/03/2016 16:00,5.409760275
24/03/2016 17:00,5.770234554
24/03/2016 18:00,5.943162258
24/03/2016 19:00,7.590093958
24/03/2016 20:00,7.034965733
24/03/2016 21:00,8.370871705
24/03/2016 22:00,4.937485731
24/03/2016 23:00,3.314993198
25/03/2016 00:00,2.52208793
25/03/2016 01:00,3.099384764
25/03/2016 02:00,4.836493806
25/03/2016 03:00,3.20562779
25/03/2016 04:00,2.096239203
25/03/2016 05:00,1.898927041
25/03/2016 06:00,1.992876163
25/03/2016 07:00,2.142603612
25/03/2016 08:00,1.520525112
25/03/2016 09:00,2.316344348
25/03/2016 10:00,2.233147404
25/03/2016 11:00,2.683679844
25/03/2016 12:00,2.241832636
25/03/2016 13:00,1.695907897
25/03/2016 14:00,1.706108599
25/03/2016 15:00,1.429411172
25/03/2016 16:00,1.084641618
25/03/2016 17:00,1.144191086
25/03/2016 18:00,1.343730675
25/03/2016 19:00,1.26947448
25/03/2016 20:00,1.442976413
25/03/2016 21:00,1.211603214
25/03/2016 22:00,1.020972367
25/03/2016 23:00,1.119368616
26/03/2016 00:00,1.600065786
26/03/2016 01:00,2.241595623
26/03/2016 02:00,1.668745688
26/03/2016 03:00,1.134201929
26/03/2016 04:00,0.9417101
26/03/2016 05:00,1.263608805
26/03/2016 06:00,1.136221165
26/03/2016 07:00,1.540966283
26/03/2016 08:00,1.629119582
26/03/2016 09:00,1.937999015
26/03/2016 10:00,1.81251966
26/03/2016 11:00,2.329680971
26/03/2016 12:00,2.245471837
26/03/2016 13:00,2.060544219
26/03/2016 14:00,3.263906168
26/03/2016 15:00,4.245740739
26/03/2016 16:00,6.226912638
26/03/2016 17:00,5.323004365
26/03/2016 18:00,5.228497172
26/03/2016 19:00,3.682174023
26/03/2016 20:00,2.693343396
26/03/2016 21:00,2.527894104
26/03/2016 22:00,2.805740923
26/03/2016 23:00,2.372940237
27/03/2016 00:00,1.50147506
27/03/2016 01:00,3.237007058
27/03/2016 02:00,2.670249526
27/03/2016 03:00,1.192756564
27/03/2016 04:00,1.069660621
27/03/2016 05:00,0.841993533
27/03/2016 06:00,0.797214682
27/03/2016 07:00,0.813324847
27/03/2016 08:00,0.902690003
27/03/2016 09:00,1.135489269
27/03/2016 10:00,1.659131089
27/03/2016 11:00,2.560270029
27/03/2016 12:00,3.074746503
27/03/2016 13:00,2.543202011
27/03/2016 14:00,2.165289671
27/03/2016 15:00,1.930118464
27/03/2016 16:00,2.407155359
27/03/2016 17:00,1.939361647
27/03/2016 18:00,1.86668907
27/03/2016 19:00,2.188795543
27/03/2016 20:00,2.281163001
27/03/2016 21:00,3.15409342
27/03/2016 22:00,2.066527588
27/03/2016 23:00,1.710099772
28/03/2016 00:00,2.205695912
28/03/2016 01:00,2.795103529
28/03/2016 02:00,2.444709507
28/03/2016 03:00,2.42529716
28/03/2016 04:00,2.122522444
28/03/2016 05:00,2.220145945
28/03/2016 06:00,2.761838731
28/03/2016 07:00,3.868720436
28/03/2016 08:00,5.060881934
28/03/2016 09:00,6.604708138
28/03/2016 10:00,9.431855946
28/03/2016 11:00,14.82126275
28/03/2016 12:00,16.32048219
28/03/2016 13:00,8.171661733
28/03/2016 14:00,7.368091399
28/03/2016 15:00,4.891278024
28/03/2016 16:00,1.531296391
28/03/2016 17:00,1.588411492
28/03/2016 18:00,0.934778622
28/03/2016 19:00,0.815672348
28/03/2016 20:00,0.879094952
28/03/2016 21:00,1.231673106
28/03/2016 22:00,1.254454714
28/03/2016 23:00,1.065354592
29/03/2016 00:00,0.645887378
29/03/2016 01:00,1.146376691
29/03/2016 02:00,2.451513814
29/03/2016 03:00,1.91302458
29/03/2016 04:00,1.07640019
29/03/2016 05:00,1.030026307
29/03/2016 06:00,1.060222255
29/03/2016 07:00,1.248426287
29/03/2016 08:00,1.135281695
29/03/2016 09:00,1.250917378
29/03/2016 10:00,1.170391048
29/03/2016 11:00,2.437613709
29/03/2016 12:00,3.227444276
29/03/2016 13:00,2.423559304
29/03/2016 14:00,2.542287712
29/03/2016 15:00,3.404381309
29/03/2016 16:00,3.418276718
29/03/2016 17:00,2.340110994
29/03/2016 18:00,2.12150695
29/03/2016 19:00,2.343846477
29/03/2016 20:00,2.91920569
29/03/2016 21:00,2.192500757
29/03/2016 22:00,1.801164186
29/03/2016 23:00,1.72419526
30/03/2016 00:00,2.525305868
30/03/2016 01:00,1.593032662
30/03/2016 02:00,0.922966688
30/03/2016 03:00,0.889556327
30/03/2016 04:00,0.689944896
30/03/2016 05:00,0.628378229
30/03/2016 06:00,0.437190238
30/03/2016 07:00,0.445796473
30/03/2016 08:00,0.586230955
30/03/2016 09:00,1.069809006
30/03/2016 10:00,1.685099681
30/03/2016 11:00,2.654350622
30/03/2016 12:00,2.249965855
30/03/2016 13:00,1.695689313
30/03/2016 14:00,1.726507885
30/03/2016 15:00,1.731279439
30/03/2016 16:00,2.209952759
30/03/2016 17:00,2.242199046
30/03/2016 18:00,2.047220277
30/03/2016 19:00,2.024218058
30/03/2016 20:00,1.925583183
30/03/2016 21:00,2.461076592
30/03/2016 22:00,2.500191751
30/03/2016 23:00,2.675865683
31/03/2016 00:00,1.312816516
31/03/2016 01:00,1.580753767
31/03/2016 02:00,1.066583364
31/03/2016 03:00,1.286028789
31/03/2016 04:00,1.024992738
31/03/2016 05:00,0.824875962
31/03/2016 06:00,0.622113618
31/03/2016 07:00,0.66563114
31/03/2016 08:00,0.852479413
31/03/2016 09:00,1.229042396
31/03/2016 10:00,2.028120995
31/03/2016 11:00,3.415387198
31/03/2016 12:00,3.383391172
31/03/2016 13:00,3.041204031
31/03/2016 14:00,3.678640627
31/03/2016 15:00,3.003065317
31/03/2016 16:00,4.294521071
31/03/2016 17:00,3.200723673
31/03/2016 18:00,2.261258153
31/03/2016 19:00,2.270087071
31/03/2016 20:00,1.540184728
31/03/2016 21:00,1.480628394
31/03/2016 22:00,1.423341974
31/03/2016 23:00,1.555384014
1/04/2016 00:00,1.7995981
1/04/2016 01:00,1.82005275
1/04/2016 02:00,1.421123305
1/04/2016 03:00,1.208378354
1/04/2016 04:00,1.017052929
1/04/2016 05:00,1.010684012
1/04/2016 06:00,1.139487376
1/04/2016 07:00,1.358724132
1/04/2016 08:00,1.452179097
1/04/2016 09:00,2.083356435
1/04/2016 10:00,2.918196505
1/04/2016 11:00,4.37863749
1/04/2016 12:00,4.447563257
1/04/2016 13:00,5.152298774
1/04/2016 14:00,4.508527932
1/04/2016 15:00,2.325870823
1/04/2016 16:00,4.42038799
1/04/2016 17:00,12.07535956
1/04/2016 18:00,2.123635162
1/04/2016 19:00,1.638186147
1/04/2016 20:00,1.464789942
1/04/2016 21:00,1.402852329
1/04/2016 22:00,1.242568938
1/04/2016 23:00,1.478404605
2/04/2016 00:00,1.343931367
2/04/2016 01:00,1.27728461
2/04/2016 02:00,1.173760375
2/04/2016 03:00,0.990870724
2/04/2016 04:00,0.829852114
2/04/2016 05:00,0.867541078
2/04/2016 06:00,1.012520299
2/04/2016 07:00,1.280149991
2/04/2016 08:00,1.7089579
2/04/2016 09:00,3.254045976
2/04/2016 10:00,4.453715696
2/04/2016 11:00,7.180610335
2/04/2016 12:00,13.92898038
2/04/2016 13:00,32.93630323
2/04/2016 14:00,4.00383774
2/04/2016 15:00,2.565081212
2/04/2016 16:00,2.324529369
2/04/2016 17:00,1.946740999
2/04/2016 18:00,1.933601857
2/04/2016 19:00,1.711674004
2/04/2016 20:00,1.529464014
2/04/2016 21:00,1.342424378
2/04/2016 22:00,1.29581792
2/04/2016 23:00,1.300970536
3/04/2016 00:00,1.435401977
3/04/2016 01:00,1.568383012
3/04/2016 02:00,1.406314756
3/04/2016 03:00,1.395111247
3/04/2016 04:00,1.263428468
3/04/2016 05:00,1.194363903
3/04/2016 06:00,1.095658499
3/04/2016 07:00,1.156719723
3/04/2016 08:00,1.286072192
3/04/2016 09:00,2.643252694
3/04/2016 10:00,23.56880188
3/04/2016 11:00,9.468989665
3/04/2016 12:00,7.09768213
3/04/2016 13:00,3.785341713
3/04/2016 14:00,2.818829726
3/04/2016 15:00,2.162484714
3/04/2016 16:00,2.461785045
3/04/2016 17:00,1.851487016
3/04/2016 18:00,1.78296093
3/04/2016 19:00,1.830520618
3/04/2016 20:00,1.968931696
3/04/2016 21:00,2.110345629
3/04/2016 22:00,1.658945368
3/04/2016 23:00,1.188664596
4/04/2016 00:00,1.185501773
4/04/2016 01:00,1.217649445
4/04/2016 02:00,1.12617788
4/04/2016 03:00,1.075588994
4/04/2016 04:00,0.931131168
4/04/2016 05:00,0.954363901
4/04/2016 06:00,0.937575982
4/04/2016 07:00,1.036010284
4/04/2016 08:00,1.976686486
4/04/2016 09:00,2.679249661
4/04/2016 10:00,2.67518399
4/04/2016 11:00,2.821785094
4/04/2016 12:00,3.757489165
4/04/2016 13:00,2.727500106
4/04/2016 14:00,1.134155458
4/04/2016 15:00,0.517440085
4/04/2016 16:00,0.76598514
4/04/2016 17:00,0.833784105
4/04/2016 18:00,0.834987137
4/04/2016 19:00,0.838776756
4/04/2016 20:00,0.786984276
4/04/2016 21:00,0.762563637
4/04/2016 22:00,0.827981432
4/04/2016 23:00,0.950655713
5/04/2016 00:00,1.089652387
5/04/2016 01:00,1.230589912
5/04/2016 02:00,1.449327825
5/04/2016 03:00,1.191467154
5/04/2016 04:00,0.814565922
5/04/2016 05:00,0.609175949
5/04/2016 06:00,0.565708452
5/04/2016 07:00,0.588564384
5/04/2016 08:00,0.676794448
5/04/2016 09:00,1.145744159
5/04/2016 10:00,2.23936463
5/04/2016 11:00,3.468872558
5/04/2016 12:00,3.75563942
5/04/2016 13:00,2.440560269
5/04/2016 14:00,2.614741874
5/04/2016 15:00,2.324357498
5/04/2016 16:00,1.997774036
5/04/2016 17:00,1.758084283
5/04/2016 18:00,1.7235715
5/04/2016 19:00,1.884948282
5/04/2016 20:00,1.562395551
5/04/2016 21:00,1.898329556
5/04/2016 22:00,2.869151859
5/04/2016 23:00,5.478987688
6/04/2016 00:00,3.526746063
6/04/2016 01:00,18.41971864
6/04/2016 02:00,3.180369155
6/04/2016 03:00,1.068562277
6/04/2016 04:00,1.13428907
6/04/2016 05:00,1.630134424
6/04/2016 06:00,2.110100147
6/04/2016 07:00,2.55212861
6/04/2016 08:00,2.739465555
6/04/2016 09:00,2.870684711
6/04/2016 10:00,2.745063145
6/04/2016 11:00,3.49322505
6/04/2016 12:00,3.172146203
6/04/2016 13:00,2.819332236
6/04/2016 14:00,2.051809754
6/04/2016 15:00,1.883559136
6/04/2016 16:00,1.954988518
6/04/2016 17:00,1.6745856
6/04/2016 18:00,1.850349177
6/04/2016 19:00,2.663819127
6/04/2016 20:00,2.389427742
6/04/2016 21:00,2.155282807
6/04/2016 22:00,1.659804547
6/04/2016 23:00,1.964381122
7/04/2016 00:00,2.279766731
7/04/2016 01:00,2.641773357
7/04/2016 02:00,2.54442594
7/04/2016 03:00,2.715758109
7/04/2016 04:00,2.778514723
7/04/2016 05:00,3.18391833
7/04/2016 06:00,3.555361107
7/04/2016 07:00,4.416494822
7/04/2016 08:00,7.751893911
7/04/2016 09:00,15.34820757
7/04/2016 10:00,31.90051254
7/04/2016 11:00,31.25068667
7/04/2016 12:00,38.76602274
7/04/2016 13:00,34.56928185
7/04/2016 14:00,18.37638866
7/04/2016 15:00,7.853623521
7/04/2016 16:00,4.594982237
7/04/2016 17:00,4.284811507
7/04/2016 18:00,3.806495307
7/04/2016 19:00,2.961090335
7/04/2016 20:00,2.762043145
7/04/2016 21:00,3.248360896
7/04/2016 22:00,1.792100308
7/04/2016 23:00,1.641038524
8/04/2016 00:00,1.607302126
8/04/2016 01:00,1.768203526
8/04/2016 02:00,1.472089717
8/04/2016 03:00,1.388522241
8/04/2016 04:00,1.304663365
8/04/2016 05:00,1.117351774
8/04/2016 06:00,1.126887601
8/04/2016 07:00,1.179384767
8/04/2016 08:00,1.35070308
8/04/2016 09:00,1.793578475
8/04/2016 10:00,1.961452903
8/04/2016 11:00,4.041518585
8/04/2016 12:00,3.095538918
8/04/2016 13:00,2.41697189
8/04/2016 14:00,2.184469468
8/04/2016 15:00,2.052727604
8/04/2016 16:00,2.04024247
8/04/2016 17:00,1.841539389
8/04/2016 18:00,2.099504399
8/04/2016 19:00,2.099653331
8/04/2016 20:00,2.887899875
8/04/2016 21:00,2.982978374
8/04/2016 22:00,2.252365219
8/04/2016 23:00,1.796546863
9/04/2016 00:00,2.248099767
9/04/2016 01:00,4.364031036
9/04/2016 02:00,5.289385481
9/04/2016 03:00,2.624606816
9/04/2016 04:00,2.118444897
9/04/2016 05:00,1.562114989
9/04/2016 06:00,1.319211482
9/04/2016 07:00,1.553954368
9/04/2016 08:00,1.222997512
9/04/2016 09:00,1.845363043
9/04/2016 10:00,2.366632764
9/04/2016 11:00,3.589410082
9/04/2016 12:00,2.791909467
9/04/2016 13:00,1.841797025
9/04/2016 14:00,1.404667479
9/04/2016 15:00,1.553756186
9/04/2016 16:00,1.921220071
9/04/2016 17:00,2.143162084
9/04/2016 18:00,2.68960125
9/04/2016 19:00,4.967848465
9/04/2016 20:00,4.663692561
9/04/2016 21:00,3.60039793
9/04/2016 22:00,2.843586104
9/04/2016 23:00,2.361323652
10/04/2016 00:00,1.854153999
10/04/2016 01:00,1.908535704
10/04/2016 02:00,1.955431463
10/04/2016 03:00,1.511424447
10/04/2016 04:00,1.093738612
10/04/2016 05:00,0.938420816
10/04/2016 06:00,0.912536581
10/04/2016 07:00,1.083213448
10/04/2016 08:00,1.453732665
10/04/2016 09:00,1.840570341
10/04/2016 10:00,1.880314171
10/04/2016 11:00,2.488983476
10/04/2016 12:00,3.049759739
10/04/2016 13:00,4.385500545
10/04/2016 14:00,4.331606172
10/04/2016 15:00,3.280374051
10/04/2016 16:00,18.01023732
10/04/2016 17:00,10.4100574
10/04/2016 18:00,5.557143172
10/04/2016 19:00,3.646805688
10/04/2016 20:00,3.638113608
10/04/2016 21:00,4.083659371
10/04/2016 22:00,3.433424308
10/04/2016 23:00,3.165210672
11/04/2016 00:00,3.217912982
11/04/2016 01:00,4.086087592
11/04/2016 02:00,3.252069513
11/04/2016 03:00,1.849055575
11/04/2016 04:00,1.522474828
11/04/2016 05:00,1.592309524
11/04/2016 06:00,2.125258625
11/04/2016 07:00,2.906594818
11/04/2016 08:00,3.346297038
11/04/2016 09:00,3.147098217
11/04/2016 10:00,5.247294372
11/04/2016 11:00,9.54774793
11/04/2016 12:00,9.015850907
11/04/2016 13:00,6.899215201
11/04/2016 14:00,4.305929881
11/04/2016 15:00,2.291931303
11/04/2016 16:00,2.770663359
11/04/2016 17:00,3.55278052
11/04/2016 18:00,3.300732171
11/04/2016 19:00,4.074001989
11/04/2016 20:00,2.864787945
11/04/2016 21:00,2.788938357
11/04/2016 22:00,3.694947148
11/04/2016 23:00,2.305285715
12/04/2016 00:00,2.43533003
12/04/2016 01:00,2.23358584
12/04/2016 02:00,2.699854836
12/04/2016 03:00,2.434587429
12/04/2016 04:00,2.241541035
12/04/2016 05:00,2.441613646
12/04/2016 06:00,1.850783111
12/04/2016 07:00,1.941816087
12/04/2016 08:00,1.797468537
12/04/2016 09:00,2.452739192
12/04/2016 10:00,2.298486402
12/04/2016 11:00,2.152626488
12/04/2016 12:00,1.357373234
12/04/2016 13:00,0.969710856
12/04/2016 14:00,0.940403529
12/04/2016 15:00,0.89850472
